"player","ally_code","name","base_id","alignment","role","gear_level","power","stars","level","Affiliation1","Affiliation2","Affiliation3","Affiliation4","zeta_1","zeta_2","zeta_3"
"Tez",613277982,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,29075,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Sarith LeKit",145177637,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,28173,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Apathy",173129783,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,24024,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Adam",641878415,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,28971,4,85,"Resistance",NA,NA,NA,NA,NA,NA
"Mhann Uhdea",453922222,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,37682,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Kems",588232271,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,19185,2,38,"Resistance",NA,NA,NA,NA,NA,NA
"NostraDazmous",126741569,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,28173,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"kallah",742876214,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,37972,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"AsahiSuperdry",469719352,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,37044,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"DarthHelmet",627172986,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,24766,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"DJ Harr0w",693446368,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,32920,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Martyvu",414326312,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,36629,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Lexicon",755564748,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,38418,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Zordo",347361694,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,31038,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Cyrus Sophus",397523631,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,28446,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Rufuska",517585818,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,31609,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Wes Biriuk",625985749,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,16176,2,85,"Resistance",NA,NA,NA,NA,NA,NA
"lisalala",274949228,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,30943,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"RogueSparrow",261839383,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,30558,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Bullet",647171153,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,11459,2,60,"Resistance",NA,NA,NA,NA,NA,NA
"Smartinsk",867856267,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,8211,4,39,"Resistance",NA,NA,NA,NA,NA,NA
"Scrubz",653454484,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,7435,2,1,"Resistance",NA,NA,NA,NA,NA,NA
"GrandmasterHardy",589629316,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,31508,7,85,"Resistance",NA,NA,NA,NA,NA,NA
"Rac00n",911198655,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,27643,5,85,"Resistance",NA,NA,NA,NA,NA,NA
"Blaine",163941995,"Resistance X-wing","XWINGRESISTANCE","Light Side","Support",1,12908,2,85,"Resistance",NA,NA,NA,NA,NA,NA
"Code",853781739,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,21207,4,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"btrie",962472279,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,41975,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Drewish",266161177,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,39906,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"D'Artagnan",244782846,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,39445,6,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Peps",912783323,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,36481,5,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"YimYames",663748144,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,38380,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Kelsier",866766384,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,29483,4,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Oberon",298518446,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,26525,3,1,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"boogstien",569715162,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,33590,5,60,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"doctorx",284629595,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,18081,5,80,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Tez",613277982,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,30936,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Sarith LeKit",145177637,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,43218,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Apathy",173129783,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,19481,4,1,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Adam",641878415,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,31264,3,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Mhann Uhdea",453922222,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,35080,6,1,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Kems",588232271,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,39869,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"NostraDazmous",126741569,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,41734,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"kallah",742876214,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,38968,6,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"AsahiSuperdry",469719352,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,42333,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"DarthHelmet",627172986,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,39282,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"DJ Harr0w",693446368,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,43578,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Martyvu",414326312,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,32842,4,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Lexicon",755564748,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,42015,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Zordo",347361694,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,39774,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Cyrus Sophus",397523631,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,29901,6,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Rufuska",517585818,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,41212,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Wes Biriuk",625985749,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,36060,5,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"lisalala",274949228,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,35700,5,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"RogueSparrow",261839383,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,32658,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Smartinsk",867856267,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,35486,5,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"GrandmasterHardy",589629316,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,40595,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Rac00n",911198655,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,31089,4,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Blaine",163941995,"Rex's ARC-170","ARC170REX","Light Side","Tank",1,43183,7,85,"Clone Trooper","Galactic Republic",NA,NA,NA,NA,NA
"Code",853781739,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,48574,7,85,"Sith",NA,NA,NA,NA,NA,NA
"btrie",962472279,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,35056,7,85,"Sith",NA,NA,NA,NA,NA,NA
"Drewish",266161177,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,44700,7,85,"Sith",NA,NA,NA,NA,NA,NA
"D'Artagnan",244782846,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,46903,7,85,"Sith",NA,NA,NA,NA,NA,NA
"Peps",912783323,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,48437,7,85,"Sith",NA,NA,NA,NA,NA,NA
"YimYames",663748144,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,30509,7,85,"Sith",NA,NA,NA,NA,NA,NA
"Kelsier",866766384,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,30717,6,85,"Sith",NA,NA,NA,NA,NA,NA
"Oberon",298518446,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,29977,5,85,"Sith",NA,NA,NA,NA,NA,NA
"boogstien",569715162,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,35832,7,85,"Sith",NA,NA,NA,NA,NA,NA
"doctorx",284629595,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,40027,7,85,"Sith",NA,NA,NA,NA,NA,NA
"Tez",613277982,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,41437,7,85,"Sith",NA,NA,NA,NA,NA,NA
"Sarith LeKit",145177637,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,33594,7,85,"Sith",NA,NA,NA,NA,NA,NA
"Apathy",173129783,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,39824,7,85,"Sith",NA,NA,NA,NA,NA,NA
"Adam",641878415,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,1674,3,1,"Sith",NA,NA,NA,NA,NA,NA
"Mhann Uhdea",453922222,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,13427,6,1,"Sith",NA,NA,NA,NA,NA,NA
"Kems",588232271,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,44448,7,85,"Sith",NA,NA,NA,NA,NA,NA
"NostraDazmous",126741569,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,44390,7,85,"Sith",NA,NA,NA,NA,NA,NA
"kallah",742876214,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,47800,7,85,"Sith",NA,NA,NA,NA,NA,NA
"AsahiSuperdry",469719352,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,31382,7,85,"Sith",NA,NA,NA,NA,NA,NA
"DarthHelmet",627172986,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,52032,7,85,"Sith",NA,NA,NA,NA,NA,NA
"DJ Harr0w",693446368,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,35184,7,85,"Sith",NA,NA,NA,NA,NA,NA
"Martyvu",414326312,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,45555,7,85,"Sith",NA,NA,NA,NA,NA,NA
"Lexicon",755564748,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,42146,7,85,"Sith",NA,NA,NA,NA,NA,NA
"Zordo",347361694,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,48996,7,85,"Sith",NA,NA,NA,NA,NA,NA
"Cyrus Sophus",397523631,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,49836,7,85,"Sith",NA,NA,NA,NA,NA,NA
"Rufuska",517585818,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,42069,7,85,"Sith",NA,NA,NA,NA,NA,NA
"Wes Biriuk",625985749,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,37767,7,85,"Sith",NA,NA,NA,NA,NA,NA
"lisalala",274949228,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,35272,7,85,"Sith",NA,NA,NA,NA,NA,NA
"RogueSparrow",261839383,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,41058,7,85,"Sith",NA,NA,NA,NA,NA,NA
"Bullet",647171153,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,24413,5,80,"Sith",NA,NA,NA,NA,NA,NA
"Smartinsk",867856267,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,44898,7,85,"Sith",NA,NA,NA,NA,NA,NA
"Scrubz",653454484,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,43703,7,85,"Sith",NA,NA,NA,NA,NA,NA
"GrandmasterHardy",589629316,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,42510,7,85,"Sith",NA,NA,NA,NA,NA,NA
"Rac00n",911198655,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,36367,5,60,"Sith",NA,NA,NA,NA,NA,NA
"Blaine",163941995,"Scimitar","SITHINFILTRATOR","Dark Side","Support",1,32514,7,85,"Sith",NA,NA,NA,NA,NA,NA
"Code",853781739,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,17547,3,53,"Sith",NA,NA,NA,NA,NA,NA
"btrie",962472279,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,20030,4,85,"Sith",NA,NA,NA,NA,NA,NA
"Drewish",266161177,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,23382,3,70,"Sith",NA,NA,NA,NA,NA,NA
"D'Artagnan",244782846,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,17281,3,65,"Sith",NA,NA,NA,NA,NA,NA
"Peps",912783323,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,20615,3,85,"Sith",NA,NA,NA,NA,NA,NA
"YimYames",663748144,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,11704,3,1,"Sith",NA,NA,NA,NA,NA,NA
"Kelsier",866766384,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,20545,3,70,"Sith",NA,NA,NA,NA,NA,NA
"Oberon",298518446,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,8715,3,1,"Sith",NA,NA,NA,NA,NA,NA
"boogstien",569715162,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,9844,3,75,"Sith",NA,NA,NA,NA,NA,NA
"doctorx",284629595,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,1674,3,1,"Sith",NA,NA,NA,NA,NA,NA
"Tez",613277982,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,8498,3,85,"Sith",NA,NA,NA,NA,NA,NA
"Sarith LeKit",145177637,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,11638,3,85,"Sith",NA,NA,NA,NA,NA,NA
"Apathy",173129783,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,9366,3,1,"Sith",NA,NA,NA,NA,NA,NA
"Adam",641878415,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,3897,3,1,"Sith",NA,NA,NA,NA,NA,NA
"Mhann Uhdea",453922222,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,2511,3,1,"Sith",NA,NA,NA,NA,NA,NA
"Kems",588232271,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,15091,3,60,"Sith",NA,NA,NA,NA,NA,NA
"NostraDazmous",126741569,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,13452,3,1,"Sith",NA,NA,NA,NA,NA,NA
"kallah",742876214,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,13655,3,1,"Sith",NA,NA,NA,NA,NA,NA
"AsahiSuperdry",469719352,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,9895,3,85,"Sith",NA,NA,NA,NA,NA,NA
"DarthHelmet",627172986,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,20426,3,85,"Sith",NA,NA,NA,NA,NA,NA
"DJ Harr0w",693446368,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,2545,3,1,"Sith",NA,NA,NA,NA,NA,NA
"Martyvu",414326312,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,23106,3,73,"Sith",NA,NA,NA,NA,NA,NA
"Lexicon",755564748,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,8639,3,1,"Sith",NA,NA,NA,NA,NA,NA
"Zordo",347361694,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,10457,3,1,"Sith",NA,NA,NA,NA,NA,NA
"Cyrus Sophus",397523631,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,24753,3,1,"Sith",NA,NA,NA,NA,NA,NA
"Rufuska",517585818,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,20311,3,50,"Sith",NA,NA,NA,NA,NA,NA
"Wes Biriuk",625985749,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,11833,3,81,"Sith",NA,NA,NA,NA,NA,NA
"lisalala",274949228,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,23478,3,85,"Sith",NA,NA,NA,NA,NA,NA
"RogueSparrow",261839383,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,24734,3,85,"Sith",NA,NA,NA,NA,NA,NA
"Bullet",647171153,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,2535,3,1,"Sith",NA,NA,NA,NA,NA,NA
"Smartinsk",867856267,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,24821,3,85,"Sith",NA,NA,NA,NA,NA,NA
"Scrubz",653454484,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,25700,3,1,"Sith",NA,NA,NA,NA,NA,NA
"GrandmasterHardy",589629316,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,21317,3,85,"Sith",NA,NA,NA,NA,NA,NA
"Rac00n",911198655,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,19073,3,1,"Sith",NA,NA,NA,NA,NA,NA
"Blaine",163941995,"Sith Fighter","SITHFIGHTER","Dark Side","Attacker",1,3996,3,1,"Sith",NA,NA,NA,NA,NA,NA
"Code",853781739,"Slave I","SLAVE1","Dark Side","Attacker",1,41384,6,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"btrie",962472279,"Slave I","SLAVE1","Dark Side","Attacker",1,49296,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Drewish",266161177,"Slave I","SLAVE1","Dark Side","Attacker",1,44062,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"D'Artagnan",244782846,"Slave I","SLAVE1","Dark Side","Attacker",1,46545,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Peps",912783323,"Slave I","SLAVE1","Dark Side","Attacker",1,54626,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"YimYames",663748144,"Slave I","SLAVE1","Dark Side","Attacker",1,41548,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Kelsier",866766384,"Slave I","SLAVE1","Dark Side","Attacker",1,41135,4,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Oberon",298518446,"Slave I","SLAVE1","Dark Side","Attacker",1,47840,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"boogstien",569715162,"Slave I","SLAVE1","Dark Side","Attacker",1,38737,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"doctorx",284629595,"Slave I","SLAVE1","Dark Side","Attacker",1,37587,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Tez",613277982,"Slave I","SLAVE1","Dark Side","Attacker",1,48815,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Sarith LeKit",145177637,"Slave I","SLAVE1","Dark Side","Attacker",1,33423,6,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Apathy",173129783,"Slave I","SLAVE1","Dark Side","Attacker",1,40963,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Adam",641878415,"Slave I","SLAVE1","Dark Side","Attacker",1,35195,5,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Mhann Uhdea",453922222,"Slave I","SLAVE1","Dark Side","Attacker",1,55445,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Kems",588232271,"Slave I","SLAVE1","Dark Side","Attacker",1,48466,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"NostraDazmous",126741569,"Slave I","SLAVE1","Dark Side","Attacker",1,41565,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"kallah",742876214,"Slave I","SLAVE1","Dark Side","Attacker",1,46907,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"AsahiSuperdry",469719352,"Slave I","SLAVE1","Dark Side","Attacker",1,27787,4,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"DarthHelmet",627172986,"Slave I","SLAVE1","Dark Side","Attacker",1,34773,6,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"DJ Harr0w",693446368,"Slave I","SLAVE1","Dark Side","Attacker",1,42102,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Martyvu",414326312,"Slave I","SLAVE1","Dark Side","Attacker",1,47107,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Lexicon",755564748,"Slave I","SLAVE1","Dark Side","Attacker",1,49046,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Zordo",347361694,"Slave I","SLAVE1","Dark Side","Attacker",1,48989,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Cyrus Sophus",397523631,"Slave I","SLAVE1","Dark Side","Attacker",1,54864,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Rufuska",517585818,"Slave I","SLAVE1","Dark Side","Attacker",1,48804,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Wes Biriuk",625985749,"Slave I","SLAVE1","Dark Side","Attacker",1,45330,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"lisalala",274949228,"Slave I","SLAVE1","Dark Side","Attacker",1,41374,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"RogueSparrow",261839383,"Slave I","SLAVE1","Dark Side","Attacker",1,48214,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Bullet",647171153,"Slave I","SLAVE1","Dark Side","Attacker",1,40656,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Smartinsk",867856267,"Slave I","SLAVE1","Dark Side","Attacker",1,48504,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Scrubz",653454484,"Slave I","SLAVE1","Dark Side","Attacker",1,37559,5,1,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"GrandmasterHardy",589629316,"Slave I","SLAVE1","Dark Side","Attacker",1,55200,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Rac00n",911198655,"Slave I","SLAVE1","Dark Side","Attacker",1,29747,4,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Blaine",163941995,"Slave I","SLAVE1","Dark Side","Attacker",1,39015,7,85,"Bounty Hunter","Cargo Ship","Scoundrel",NA,NA,NA,NA
"Code",853781739,"Sun Fac's Geonosian Starfighter","GEONOSIANSTARFIGHTER1","Dark Side","Tank",1,27024,5,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"btrie",962472279,"Sun Fac's Geonosian Starfighter","GEONOSIANSTARFIGHTER1","Dark Side","Tank",1,38022,7,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"Drewish",266161177,"Sun Fac's Geonosian Starfighter","GEONOSIANSTARFIGHTER1","Dark Side","Tank",1,27600,7,80,"Geonosian","Separatist",NA,NA,NA,NA,NA
"D'Artagnan",244782846,"Sun Fac's Geonosian Starfighter","GEONOSIANSTARFIGHTER1","Dark Side","Tank",1,30433,7,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"Peps",912783323,"Sun Fac's Geonosian Starfighter","GEONOSIANSTARFIGHTER1","Dark Side","Tank",1,30993,7,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"YimYames",663748144,"Sun Fac's Geonosian Starfighter","GEONOSIANSTARFIGHTER1","Dark Side","Tank",1,24533,7,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"Kelsier",866766384,"Sun Fac's Geonosian Starfighter","GEONOSIANSTARFIGHTER1","Dark Side","Tank",1,24254,4,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"Oberon",298518446,"Sun Fac's Geonosian Starfighter","GEONOSIANSTARFIGHTER1","Dark Side","Tank",1,32205,7,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"boogstien",569715162,"Sun Fac's Geonosian Starfighter","GEONOSIANSTARFIGHTER1","Dark Side","Tank",1,32097,7,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"doctorx",284629595,"Sun Fac's Geonosian Starfighter","GEONOSIANSTARFIGHTER1","Dark Side","Tank",1,24314,7,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"Tez",613277982,"Sun Fac's Geonosian Starfighter","GEONOSIANSTARFIGHTER1","Dark Side","Tank",1,29546,7,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"Sarith LeKit",145177637,"Sun Fac's Geonosian Starfighter","GEONOSIANSTARFIGHTER1","Dark Side","Tank",1,22254,7,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"Apathy",173129783,"Sun Fac's Geonosian Starfighter","GEONOSIANSTARFIGHTER1","Dark Side","Tank",1,12855,6,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"Adam",641878415,"Sun Fac's Geonosian Starfighter","GEONOSIANSTARFIGHTER1","Dark Side","Tank",1,25631,5,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"Mhann Uhdea",453922222,"Sun Fac's Geonosian Starfighter","GEONOSIANSTARFIGHTER1","Dark Side","Tank",1,27061,7,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
"Kems",588232271,"Sun Fac's Geonosian Starfighter","GEONOSIANSTARFIGHTER1","Dark Side","Tank",1,31231,7,85,"Geonosian","Separatist",NA,NA,NA,NA,NA
